% start(s)	end(s)	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay(s)	stdDev(s)	min(s)	max(s)	PduSize	stdDev	min	max
0	0.25	2	1	14	3	23	7659	23	7659	0.0224701	0.0207528	0.0165136	0.110514	333	0	333	333	
0	0.25	2	2	13	3	17	4862	17	4862	0.0166243	0.00182104	0.0158596	0.0218596	286	0	286	286	
0	0.25	2	3	12	3	16	5008	16	5008	0.0169796	0.00136015	0.0163546	0.0213546	313	0	313	313	
0	0.25	2	4	11	3	14	4984	14	4984	0.0169977	0.00191581	0.0161406	0.0231406	356	0	356	356	
0	0.25	2	5	10	3	16	7952	16	7952	0.0177356	0.00178419	0.0171106	0.0241106	497	0	497	497	
0	0.25	2	6	9	3	14	6664	14	6664	0.0177823	0.000726273	0.0174966	0.0194966	476	0	476	476	
0	0.25	2	7	8	3	23	1863	23	1863	0.014912	0.000671262	0.0146946	0.0176946	81	0	81	81	
0	0.25	2	8	7	3	42	18396	42	18396	0.0176661	0.00162515	0.0172376	0.0272376	438	0	438	438	
0	0.25	2	9	6	3	16	3952	16	3952	0.0188116	0.00579511	0.0159366	0.0389366	247	0	247	247	
0	0.25	2	10	5	3	250	24250	250	24250	0.0152226	0.00191577	0.0148586	0.0408586	97	0	97	97	
0	0.25	2	11	4	3	22	4092	22	4092	0.0165138	0.00278058	0.0157866	0.0287866	186	0	186	186	
0	0.25	2	12	3	3	33	12177	33	12177	0.01747	0.0036411	0.0166216	0.0376216	369	0	369	369	
0	0.25	2	13	2	3	18	8892	18	8892	0.0208579	0.0126677	0.0175246	0.0715246	494	0	494	494	
0	0.25	2	14	15	3	105	14595	105	14595	0.0150018	0.000814475	0.0147256	0.0187256	139	0	139	139	
0	0.25	2	15	16	3	22	10692	22	10692	0.0226169	0.0162438	0.0179806	0.0919806	486	0	486	486	
0	0.25	2	16	17	3	39	7605	39	7605	0.0205612	0.0202974	0.0158176	0.130818	195	0	195	195	
0	0.25	2	17	18	3	40	17880	40	17880	0.0235906	0.0242535	0.0173656	0.152366	447	0	447	447	
0	0.25	2	18	19	3	23	8464	23	8464	0.0232987	0.0216283	0.0166466	0.113647	368	0	368	368	
0	0.25	2	19	20	3	36	9072	36	9072	0.0205658	0.0177146	0.0158436	0.112844	252	0	252	252	
0	0.25	2	20	21	3	14	6664	14	6664	0.0373404	0.0515436	0.0171976	0.184198	476	0	476	476	
0	0.25	2	21	22	3	93	28737	93	28737	0.0185929	0.0140415	0.0163026	0.136303	309	0	309	309	
0	0.25	2	22	23	3	28	1456	28	1456	0.0237486	0.0348388	0.0142486	0.173249	52	0	52	52	
0	0.25	2	23	24	3	79	2607	79	2607	0.0084388	0.000693083	0.00829956	0.0132996	33	0	33	33	
0	0.25	2	24	25	3	27	12771	27	12771	0.0181741	0.00134079	0.0176556	0.0236556	473	0	473	473	
0	0.25	2	25	26	3	21	5670	21	5670	0.0242737	0.0287383	0.0150356	0.135036	270	0	270	270	
0	0.25	2	26	27	3	18	4104	18	4104	0.0277822	0.0354898	0.0151156	0.150116	228	0	228	228	
0	0.25	2	27	28	3	250	83750	250	83750	0.0164976	0.000267789	0.0164736	0.0194736	335	0	335	335	
0	0.25	2	28	29	3	18	7002	18	7002	0.0382763	0.0614392	0.0164986	0.213499	389	0	389	389	
0	0.25	2	29	30	3	39	2262	39	2262	0.0155727	0.00274144	0.0150086	0.0320086	58	0	58	58	
0	0.25	2	30	1	3	250	107250	250	107250	0.0180736	0.00305185	0.0146896	0.0646896	429	0	429	429	
